#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.317758    0.317758           0
           2    0.317606    0.317682 5.39631e-05
           3    0.318169    0.317844 0.000137311
           4    0.318327    0.317965 0.000146796
           5    0.318717    0.318115 0.000178531
           6    0.318464    0.318173 0.000157934
           7    0.319341     0.31834 0.000205388
           8    0.317792    0.318272 0.000190825
           9     0.31874    0.318324 0.000176578
          10    0.318145    0.318306 0.000159825
          11    0.317965    0.318275 0.000148269
          12    0.317388    0.318201 0.000153233
          13    0.317911    0.318179  0.00014306
          14    0.318081    0.318172  0.00013301
          15    0.318787    0.318213 0.000130308
          16    0.318593    0.318236 0.000124311
          17    0.318156    0.318232  0.00011709
          18    0.317465    0.318189 0.000118085
          19    0.318983    0.318231 0.000119027
          20    0.318663    0.318253 0.000115023
          21    0.317373    0.318211 0.000116928
          22     0.31868    0.318232 0.000113545
          23    0.317784    0.318212 0.000110266
          24     0.31801    0.318204 0.000105995
          25    0.317472    0.318175 0.000105727
          26    0.318195    0.318176 0.000101664
          27    0.318255    0.318178 9.79412e-05
          28    0.317977    0.318171 9.47065e-05
          29    0.318495    0.318182 9.20959e-05
          30     0.31912    0.318214 9.41829e-05
          31    0.318023    0.318208 9.13446e-05
          32    0.318514    0.318217 8.89918e-05
          33    0.318064    0.318213 8.64156e-05
          34    0.318308    0.318215 8.39195e-05
          35    0.317688      0.3182 8.28612e-05
          36    0.318441    0.318207 8.08285e-05
          37    0.318124    0.318205 7.86747e-05
          38    0.318468    0.318212 7.69093e-05
          39    0.318415    0.318217 7.51146e-05
          40     0.31803    0.318212 7.33815e-05
          41    0.318216    0.318212 7.15918e-05
          42    0.317957    0.318206  7.0144e-05
          43    0.318326    0.318209 6.85679e-05
          44    0.318848    0.318224 6.85314e-05
          45    0.318544    0.318231 6.73782e-05
          46    0.318387    0.318234 6.59994e-05
          47    0.317676    0.318222 6.56542e-05
          48    0.317887    0.318215 6.46557e-05
          49    0.318066    0.318212  6.3408e-05
          50    0.318812    0.318224 6.32635e-05
