#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.293223    0.293223           0
           2    0.293529    0.293376  0.00010825
           3    0.292943    0.293232 0.000138259
           4    0.294171    0.293466 0.000228249
           5    0.292782    0.293329  0.00021985
           6    0.293033     0.29328 0.000188674
           7     0.29353    0.293316 0.000165075
           8     0.29296    0.293271 0.000150326
           9    0.293106    0.293253 0.000134739
          10    0.293504    0.293278 0.000123585
          11     0.29347    0.293296 0.000113579
          12    0.293351      0.2933 0.000104209
          13    0.293338    0.293303 9.62326e-05
          14    0.294184    0.293366 0.000108001
          15    0.293567    0.293379 0.000101628
          16    0.293426    0.293382  9.5318e-05
          17    0.293685      0.2934 9.13553e-05
          18    0.293188    0.293388 8.70399e-05
          19    0.294083    0.293425 8.98078e-05
          20    0.294323     0.29347 9.58979e-05
          21    0.292771    0.293437 9.69368e-05
          22    0.293425    0.293436 9.25321e-05
          23    0.293227    0.293427 8.89536e-05
          24    0.293324    0.293423   8.535e-05
          25    0.293561    0.293428 8.21144e-05
          26    0.293443    0.293429 7.89582e-05
          27    0.293202     0.29342 7.64794e-05
          28    0.293778    0.293433 7.48058e-05
          29    0.293194    0.293425 7.26792e-05
          30    0.293405    0.293424 7.02596e-05
          31    0.293704    0.293433 6.85688e-05
          32    0.293501    0.293435 6.64587e-05
          33      0.2935    0.293437 6.44733e-05
          34    0.293542     0.29344 6.26513e-05
          35    0.293493    0.293442 6.08794e-05
          36     0.29292    0.293427  6.0891e-05
          37    0.293545    0.293431 5.93288e-05
          38    0.293037     0.29342 5.86629e-05
          39    0.293528    0.293423 5.72237e-05
          40    0.293003    0.293412  5.6746e-05
          41    0.293584    0.293417 5.55152e-05
          42    0.292793    0.293402  5.6144e-05
          43    0.293162    0.293396 5.51148e-05
          44    0.293486    0.293398 5.38996e-05
          45    0.293581    0.293402  5.2854e-05
          46    0.293406    0.293402  5.1705e-05
          47    0.293128    0.293397 5.09328e-05
          48    0.293378    0.293396 4.98733e-05
          49    0.293253    0.293393  4.8941e-05
          50    0.293503    0.293395 4.80116e-05
