#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     7.41002     7.41002           0
           2     7.39031     7.40016   0.0069712
           3     7.35862     7.38631   0.0122259
           4     7.40865      7.3919    0.010366
           5     7.42961     7.39944   0.0106901
           6     7.41483       7.402  0.00921089
           7     7.37603     7.39829  0.00861005
           8     7.39048     7.39732  0.00758905
           9     7.40842     7.39855  0.00684543
          10     7.37051     7.39575  0.00671068
          11     7.38415     7.39469  0.00618289
          12     7.37148     7.39276  0.00596248
          13     7.36761     7.39082  0.00580915
          14     7.40751     7.39202  0.00551517
          15     7.38557     7.39159   0.0051642
          16     7.40718     7.39256  0.00493252
          17     7.39351     7.39262  0.00464268
          18     7.40554     7.39333  0.00443991
          19     7.36612      7.3919  0.00443123
          20     7.38949     7.39178  0.00421131
          21     7.38554     7.39148  0.00402122
          22     7.38121     7.39102  0.00386547
          23      7.3646     7.38987   0.0038643
          24     7.34999     7.38821  0.00404484
          25     7.38013     7.38788  0.00389591
          26      7.3992     7.38832  0.00377029
          27      7.4116     7.38918  0.00372791
          28     7.36129     7.38818  0.00372552
          29     7.39175     7.38831  0.00359909
          30     7.39494     7.38853  0.00348589
          31     7.36516     7.38778  0.00345397
          32     7.37333     7.38732  0.00337542
          33     7.44536     7.38908  0.00370303
          34     7.39612     7.38929  0.00359989
          35     7.34861     7.38813  0.00367987
          36     7.39917     7.38843  0.00359041
          37     7.38986     7.38847  0.00349358
          38     7.38101     7.38828  0.00340716
          39     7.41516     7.38897  0.00338884
          40     7.39456     7.38911    0.003307
          41     7.40959      7.3896  0.00326385
          42     7.38468     7.38949  0.00318825
          43     7.38345     7.38935   0.0031172
          44      7.4173     7.38998  0.00311039
          45     7.36564     7.38944  0.00308794
          46     7.41738     7.39005  0.00307999
          47     7.43314     7.39097  0.00314796
          48     7.40341     7.39122  0.00309305
          49     7.40641     7.39153  0.00304541
          50     7.37021     7.39111  0.00301421
