#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.422507    0.422507           0
           2    0.423565    0.423036 0.000374245
           3    0.423617     0.42323 0.000295472
           4    0.421757    0.422862 0.000388323
           5    0.424705     0.42323 0.000453038
           6    0.424726    0.423479 0.000440789
           7    0.424172    0.423578 0.000388773
           8    0.420251    0.423163 0.000516763
           9    0.423217    0.423169 0.000459381
          10    0.423354    0.423187 0.000413819
          11    0.424726    0.423327  0.00039913
          12    0.426201    0.423567 0.000431798
          13    0.424776     0.42366 0.000408486
          14     0.42057    0.423439 0.000434845
          15    0.423176    0.423421 0.000406207
          16    0.420461    0.423236 0.000420855
          17    0.423183    0.423233 0.000396111
          18    0.426215    0.423399 0.000407274
          19    0.429492     0.42372 0.000496286
          20    0.425396    0.423803 0.000478498
          21    0.423102     0.42377 0.000456875
          22    0.424433      0.4238   0.0004371
          23    0.423589    0.423791 0.000418192
          24    0.422309    0.423729 0.000405298
          25    0.424233    0.423749 0.000389587
          26    0.427019    0.423875 0.000394379
          27    0.423096    0.423846 0.000380827
          28    0.426694    0.423948 0.000380561
          29    0.418315    0.423754 0.000414055
          30    0.424311    0.423772  0.00040067
          31    0.427071    0.423879  0.00040163
          32    0.419673    0.423747 0.000410023
          33    0.424026    0.423756 0.000397684
          34    0.423688    0.423754 0.000385993
          35    0.423551    0.423748 0.000375008
          36    0.421739    0.423692 0.000368719
          37    0.421459    0.423632 0.000363662
          38    0.423451    0.423627 0.000354124
          39    0.424174    0.423641 0.000345322
          40    0.425902    0.423698 0.000341283
          41    0.423662    0.423697  0.00033296
          42     0.42193    0.423655 0.000327678
          43    0.421098    0.423595 0.000325408
          44    0.424089    0.423606 0.000318206
          45    0.426043    0.423661 0.000315707
          46    0.425786    0.423707 0.000312205
          47    0.425578    0.423747 0.000308091
          48     0.42223    0.423715 0.000303288
          49    0.423314    0.423707 0.000297209
          50    0.421388     0.42366 0.000294859
