#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0304037   0.0304037           0
           2   0.0307302   0.0305669 0.000115442
           3   0.0308216   0.0306518 0.000103567
           4   0.0302752   0.0305577 0.000112613
           5   0.0291606   0.0302782 0.000265658
           6   0.0304646   0.0303093 0.000223191
           7    0.029699   0.0302221 0.000207638
           8   0.0305077   0.0302578 0.000184726
           9   0.0304835   0.0302829 0.000165895
          10   0.0300551   0.0302601 0.000150862
          11   0.0294086   0.0301827 0.000155747
          12   0.0311034   0.0302594 0.000160558
          13   0.0295079   0.0302016 0.000158273
          14   0.0294453   0.0301476 0.000155916
          15   0.0301334   0.0301466 0.000145524
          16   0.0303112   0.0301569 0.000136792
          17   0.0300042   0.0301479  0.00012904
          18   0.0304549    0.030165 0.000122993
          19   0.0292915    0.030119 0.000124816
          20   0.0304416   0.0301352 0.000119613
          21   0.0304545   0.0301504 0.000114879
          22     0.03068   0.0301744 0.000112152
          23   0.0297994   0.0301581 0.000108454
          24   0.0305773   0.0301756 0.000105332
          25   0.0298862    0.030164 0.000101753
          26   0.0304323   0.0301743 9.83609e-05
          27   0.0302625   0.0301776 9.47721e-05
          28   0.0307555   0.0301982 9.36075e-05
          29    0.029923   0.0301887 9.08596e-05
          30   0.0296957   0.0301723 8.93049e-05
          31   0.0293976   0.0301473 8.98529e-05
          32   0.0296799   0.0301327 8.82241e-05
          33   0.0298597   0.0301244 8.59377e-05
          34   0.0301806   0.0301261  8.3426e-05
          35   0.0298496   0.0301182 8.14155e-05
          36   0.0296122   0.0301041 8.03582e-05
          37   0.0302258   0.0301074 7.82536e-05
          38   0.0300132   0.0301049 7.62336e-05
          39   0.0302004   0.0301074 7.43182e-05
          40   0.0302899    0.030112 7.26002e-05
          41   0.0304084   0.0301192 7.11886e-05
          42   0.0294248   0.0301027 7.13875e-05
          43   0.0300691   0.0301019 6.97316e-05
          44   0.0300792   0.0301014 6.81487e-05
          45   0.0295676   0.0300895 6.76585e-05
          46   0.0298817    0.030085 6.63383e-05
          47   0.0295707    0.030074 6.58231e-05
          48    0.030313    0.030079 6.46398e-05
          49   0.0305728   0.0300891 6.41012e-05
          50   0.0303155   0.0300936 6.29789e-05
