#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.462187   -0.462187           0
           2   -0.462022   -0.462105 5.84777e-05
           3    -0.46211   -0.462107 3.90126e-05
           4   -0.462097   -0.462104  2.9334e-05
           5   -0.462389   -0.462161 5.60786e-05
           6   -0.462254   -0.462177 4.88192e-05
           7   -0.462091   -0.462164   4.335e-05
           8   -0.462267   -0.462177 3.97993e-05
           9   -0.461935    -0.46215 4.35535e-05
          10   -0.462159   -0.462151 3.92061e-05
          11   -0.462027    -0.46214 3.72292e-05
          12   -0.462005   -0.462129 3.57832e-05
          13   -0.462281    -0.46214 3.48878e-05
          14    -0.46209   -0.462137  3.2579e-05
          15   -0.462132   -0.462136 3.04086e-05
          16   -0.462257   -0.462144 2.94233e-05
          17   -0.462205   -0.462147   2.791e-05
          18   -0.462226   -0.462152 2.66973e-05
          19    -0.46198   -0.462143 2.67853e-05
          20   -0.462334   -0.462152 2.70945e-05
          21   -0.461907   -0.462141 2.82109e-05
          22   -0.462066   -0.462137 2.71308e-05
          23   -0.461812   -0.462123 2.94119e-05
          24   -0.461993   -0.462118 2.86824e-05
          25   -0.462018   -0.462114 2.78129e-05
          26   -0.462262   -0.462119 2.73203e-05
          27   -0.461944   -0.462113  2.7068e-05
          28   -0.461956   -0.462107 2.66753e-05
          29   -0.462324   -0.462115 2.67779e-05
          30   -0.462021   -0.462112 2.60675e-05
          31   -0.462032   -0.462109 2.53524e-05
          32   -0.461956   -0.462104 2.50084e-05
          33    -0.46215   -0.462106 2.42884e-05
          34   -0.462119   -0.462106 2.35771e-05
          35   -0.462238    -0.46211  2.3205e-05
          36    -0.46221   -0.462113 2.27269e-05
          37   -0.462114   -0.462113 2.21127e-05
          38   -0.462082   -0.462112 2.15453e-05
          39   -0.462177   -0.462113  2.1058e-05
          40   -0.462251   -0.462117 2.08106e-05
          41   -0.461999   -0.462114 2.05024e-05
          42   -0.462168   -0.462115 2.00547e-05
          43   -0.462251   -0.462118  1.9836e-05
          44   -0.462375   -0.462124 2.02265e-05
          45   -0.462222   -0.462126 1.98925e-05
          46   -0.462137   -0.462127 1.94613e-05
          47   -0.461963   -0.462123 1.93569e-05
          48    -0.46221   -0.462125 1.90388e-05
          49   -0.462072   -0.462124 1.86813e-05
          50    -0.46221   -0.462126 1.83862e-05
