#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.35818     1.35818           0
           2     1.36247     1.36032  0.00151515
           3     1.35678     1.35914   0.0013963
           4     1.35971     1.35928  0.00105435
           5     1.36301     1.36003  0.00107501
           6     1.35873     1.35981 0.000917487
           7     1.36056     1.35992 0.000792644
           8     1.36161     1.36013 0.000721354
           9     1.36002     1.36012 0.000641309
          10     1.35769     1.35988 0.000621629
          11     1.36246     1.36011 0.000607932
          12     1.35598     1.35977 0.000647453
          13     1.35823     1.35965 0.000608372
          14     1.35966     1.35965 0.000564917
          15     1.35804     1.35954 0.000537307
          16     1.35749     1.35941 0.000518843
          17     1.35786     1.35932 0.000496251
          18     1.36039     1.35938 0.000472193
          19     1.35751     1.35928 0.000457512
          20     1.35909     1.35927 0.000434736
          21     1.35652     1.35914 0.000433402
          22     1.35982     1.35917 0.000414787
          23     1.35748      1.3591 0.000403217
          24     1.35699     1.35901 0.000395896
          25     1.35876       1.359 0.000380189
          26     1.35941     1.35902 0.000365901
          27     1.35691     1.35894 0.000360593
          28     1.35642     1.35885 0.000358718
          29     1.35978     1.35888 0.000347774
          30     1.35748     1.35883 0.000339279
          31     1.36008     1.35887 0.000330696
          32     1.35755     1.35883 0.000322954
          33     1.35852     1.35882  0.00031331
          34     1.35837     1.35881 0.000304379
          35     1.36013     1.35885  0.00029801
          36     1.36089      1.3589 0.000295095
          37     1.36316     1.35902 0.000308716
          38     1.36144     1.35908 0.000307081
          39     1.36142     1.35914 0.000305015
          40     1.35638     1.35907 0.000305087
          41     1.35686     1.35902 0.000302405
          42     1.35812       1.359  0.00029596
          43     1.36012     1.35902 0.000290219
          44     1.36338     1.35912 0.000300045
          45     1.35875     1.35912  0.00029349
          46     1.35922     1.35912 0.000287119
          47     1.35662     1.35906 0.000285869
          48     1.36206     1.35913 0.000286656
          49       1.359     1.35912 0.000280817
          50     1.36123     1.35917 0.000278349
