#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     5.59379     5.59379           0
           2     5.63699     5.61539   0.0152734
           3     5.58693     5.60591    0.012794
           4     5.59461     5.60308  0.00990199
           5     5.58225     5.59892  0.00875433
           6     5.59322     5.59797  0.00734661
           7     5.59938     5.59817  0.00629987
           8     5.62567     5.60161  0.00638199
           9     5.62668     5.60439  0.00625147
          10     5.61105     5.60506  0.00566168
          11      5.5891     5.60361  0.00532969
          12     5.58311      5.6019  0.00515212
          13     5.59622     5.60146   0.0047743
          14     5.60652     5.60182  0.00444692
          15     5.57419     5.59998  0.00451584
          16     5.60702     5.60042  0.00425497
          17     5.59612     5.60017  0.00401219
          18     5.60659     5.60053  0.00380512
          19     5.59549     5.60026  0.00361405
          20     5.55635     5.59806  0.00404573
          21      5.5932     5.59783  0.00385969
          22     5.59891     5.59788  0.00368456
          23     5.62152     5.59891  0.00366486
          24     5.57067     5.59773  0.00369625
          25     5.58814     5.59735  0.00356828
          26     5.62775     5.59852  0.00361754
          27     5.59952     5.59856  0.00348375
          28     5.58029      5.5979  0.00341986
          29     5.57346     5.59706  0.00340424
          30     5.58911      5.5968  0.00330105
          31      5.6666     5.59905  0.00388748
          32     5.59224     5.59883  0.00377181
          33     5.61404     5.59929  0.00368553
          34     5.62067     5.59992  0.00363036
          35     5.55596     5.59867  0.00373761
          36     5.55812     5.59754  0.00379967
          37     5.56696     5.59671   0.0037858
          38     5.61135      5.5971  0.00370572
          39     5.64722     5.59839  0.00382707
          40     5.59395     5.59827    0.003733
          41     5.59581     5.59821  0.00364244
          42     5.58656     5.59794  0.00356627
          43     5.59606     5.59789   0.0034836
          44     5.54501     5.59669   0.0036058
          45     5.59903     5.59674  0.00352605
          46     5.62545     5.59737  0.00350416
          47     5.58747     5.59716  0.00343592
          48     5.63418     5.59793  0.00344984
          49     5.61502     5.59828  0.00339702
          50     5.63754     5.59906  0.00341865
