#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.76175    -0.76175           0
           2   -0.761627   -0.761688 4.35012e-05
           3   -0.761404   -0.761594 8.25564e-05
           4   -0.761521   -0.761575 6.39034e-05
           5   -0.761852   -0.761631 7.11511e-05
           6   -0.761817   -0.761662 6.57333e-05
           7   -0.761683   -0.761665 5.64127e-05
           8   -0.761572   -0.761653 5.05509e-05
           9    -0.76152   -0.761638  4.7043e-05
          10   -0.761478   -0.761622 4.49729e-05
          11    -0.76155   -0.761616 4.13579e-05
          12   -0.761506   -0.761607  3.8917e-05
          13    -0.76154   -0.761602 3.62585e-05
          14   -0.761405   -0.761588 3.62736e-05
          15   -0.761466   -0.761579  3.4755e-05
          16   -0.761547   -0.761577 3.26428e-05
          17   -0.761691   -0.761584 3.14005e-05
          18    -0.76158   -0.761584 2.96569e-05
          19   -0.761629   -0.761586 2.81923e-05
          20   -0.761559   -0.761585 2.68153e-05
          21   -0.761581   -0.761585 2.55392e-05
          22   -0.761587   -0.761585 2.43786e-05
          23   -0.761366   -0.761575 2.51065e-05
          24   -0.761602   -0.761576 2.40854e-05
          25   -0.761426    -0.76157 2.38579e-05
          26   -0.761696   -0.761575 2.34262e-05
          27   -0.761341   -0.761567 2.41082e-05
          28   -0.761307   -0.761557 2.49664e-05
          29   -0.761626    -0.76156 2.42169e-05
          30   -0.761793   -0.761567 2.46288e-05
          31   -0.761306   -0.761559 2.52356e-05
          32   -0.761489   -0.761557 2.45405e-05
          33   -0.761751   -0.761563 2.44909e-05
          34   -0.761498   -0.761561 2.38454e-05
          35   -0.761427   -0.761557  2.3467e-05
          36   -0.761604   -0.761558 2.28513e-05
          37   -0.761572   -0.761559 2.22366e-05
          38   -0.761728   -0.761563 2.20929e-05
          39   -0.761849    -0.76157 2.27117e-05
          40    -0.76145   -0.761567 2.23425e-05
          41   -0.761713   -0.761571 2.20788e-05
          42   -0.761675   -0.761573 2.16921e-05
          43   -0.761592   -0.761574  2.1192e-05
          44     -0.7617   -0.761577 2.09019e-05
          45    -0.76163   -0.761578 2.04707e-05
          46   -0.761779   -0.761582 2.04861e-05
          47   -0.761804   -0.761587 2.05867e-05
          48     -0.7618   -0.761591 2.06315e-05
          49   -0.761911   -0.761598 2.12189e-05
          50   -0.761734   -0.761601 2.09675e-05
