#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.528575   -0.528575           0
           2   -0.528547   -0.528561  9.8005e-06
           3   -0.528474   -0.528532 2.45056e-05
           4   -0.528756   -0.528588 5.17148e-05
           5   -0.528608   -0.528592  4.1527e-05
           6   -0.528688   -0.528608 3.75738e-05
           7   -0.528726   -0.528625 3.57679e-05
           8   -0.528649   -0.528628 3.14263e-05
           9    -0.52879   -0.528646 3.26742e-05
          10    -0.52861   -0.528642 2.96056e-05
          11   -0.528593   -0.528638 2.72566e-05
          12    -0.52864   -0.528638  2.4986e-05
          13   -0.528722   -0.528644 2.38815e-05
          14   -0.528581    -0.52864 2.25955e-05
          15   -0.528626   -0.528639 2.11082e-05
          16   -0.528719   -0.528644 2.03696e-05
          17   -0.528709   -0.528648 1.95293e-05
          18   -0.528583   -0.528644 1.87767e-05
          19   -0.528355   -0.528629 2.31382e-05
          20   -0.528654    -0.52863 2.20142e-05
          21   -0.528474   -0.528623 2.21845e-05
          22    -0.52843   -0.528614 2.28377e-05
          23   -0.528621   -0.528614 2.18465e-05
          24   -0.528649   -0.528616 2.09827e-05
          25   -0.528549   -0.528613 2.03136e-05
          26   -0.528701   -0.528617 1.98143e-05
          27   -0.528633   -0.528617 1.90901e-05
          28   -0.528541   -0.528614 1.85995e-05
          29   -0.528661   -0.528616 1.80275e-05
          30   -0.528483   -0.528612 1.79631e-05
          31   -0.528684   -0.528614 1.75366e-05
          32   -0.528584   -0.528613 1.70135e-05
          33    -0.52866   -0.528614 1.65578e-05
          34   -0.528661   -0.528616 1.61268e-05
          35   -0.528577   -0.528615 1.57037e-05
          36   -0.528762   -0.528619 1.57943e-05
          37   -0.528437   -0.528614 1.61166e-05
          38   -0.528655   -0.528615  1.5728e-05
          39    -0.52882    -0.52862 1.61806e-05
          40    -0.52872   -0.528623 1.59663e-05
          41   -0.528582   -0.528622 1.56074e-05
          42   -0.528556    -0.52862 1.53142e-05
          43   -0.528685   -0.528622  1.5032e-05
          44    -0.52886   -0.528627 1.56378e-05
          45   -0.528744    -0.52863 1.55036e-05
          46   -0.528667    -0.52863 1.51878e-05
          47   -0.528462   -0.528627 1.52836e-05
          48   -0.528762    -0.52863 1.52204e-05
          49   -0.528665    -0.52863  1.4927e-05
          50   -0.528692   -0.528632 1.46792e-05
