#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.999011    0.999011           0
           2    0.998982    0.998996 1.05288e-05
           3    0.999023    0.999005 1.00272e-05
           4    0.999013    0.999007 7.72811e-06
           5    0.999018    0.999009 6.45762e-06
           6    0.999003    0.999008 5.46766e-06
           7     0.99902     0.99901 4.92475e-06
           8    0.999035    0.999013 5.19307e-06
           9    0.998995    0.999011 4.97972e-06
          10    0.999027    0.999013 4.72603e-06
          11    0.999027    0.999014 4.47277e-06
          12    0.998985    0.999012  4.7219e-06
          13    0.998997     0.99901 4.49436e-06
          14    0.999032    0.999012 4.42224e-06
          15    0.998956    0.999008 5.46887e-06
          16    0.998998    0.999008 5.16419e-06
          17    0.999004    0.999007 4.86459e-06
          18    0.999006    0.999007 4.59483e-06
          19    0.999018    0.999008 4.38713e-06
          20    0.999035    0.999009 4.37857e-06
          21    0.998962    0.999007 4.70865e-06
          22    0.999012    0.999007  4.5002e-06
          23    0.999013    0.999007 4.31275e-06
          24    0.999022    0.999008 4.17414e-06
          25    0.999033    0.999009 4.12012e-06
          26    0.999018    0.999009 3.97601e-06
          27    0.998992    0.999009 3.88251e-06
          28    0.999017    0.999009 3.75435e-06
          29    0.999039     0.99901 3.76321e-06
          30    0.999014     0.99901 3.63992e-06
          31    0.998995     0.99901  3.5574e-06
          32    0.999039    0.999011 3.56308e-06
          33    0.998984     0.99901 3.54764e-06
          34    0.999008     0.99901 3.44352e-06
          35    0.998989    0.999009 3.39467e-06
          36    0.999022     0.99901 3.31873e-06
          37    0.998952    0.999008  3.5722e-06
          38    0.999035    0.999009 3.55086e-06
          39    0.999021    0.999009 3.47334e-06
          40    0.999034     0.99901 3.44294e-06
          41    0.999037     0.99901 3.42229e-06
          42    0.999015     0.99901 3.34282e-06
          43    0.999005     0.99901 3.26718e-06
          44    0.999046    0.999011 3.29081e-06
          45    0.999011    0.999011 3.21769e-06
          46     0.99902    0.999011 3.15347e-06
          47    0.999025    0.999012 3.10087e-06
          48    0.999049    0.999012 3.13398e-06
          49    0.999007    0.999012 3.07226e-06
          50    0.999017    0.999012 3.01254e-06
          51    0.999012    0.999012 2.95348e-06
          52     0.99903    0.999013  2.9169e-06
          53     0.99901    0.999013  2.8623e-06
          54    0.999015    0.999013 2.80973e-06
          55    0.999002    0.999012 2.76556e-06
          56    0.998987    0.999012 2.75413e-06
          57    0.999007    0.999012 2.70711e-06
          58    0.999045    0.999013 2.72034e-06
          59    0.999016    0.999013 2.67493e-06
          60    0.998969    0.999012 2.72551e-06
          61    0.998998    0.999012 2.69047e-06
          62    0.998992    0.999011 2.66475e-06
          63    0.999022    0.999011 2.62792e-06
          64    0.998993    0.999011 2.60188e-06
          65    0.999016    0.999011 2.56289e-06
          66    0.999015    0.999011 2.52459e-06
          67    0.998987    0.999011 2.51392e-06
          68    0.999012    0.999011 2.47703e-06
          69    0.999021    0.999011 2.44555e-06
          70    0.999029    0.999011 2.42432e-06
          71    0.999022    0.999012 2.39478e-06
          72       0.999    0.999011 2.36717e-06
          73    0.998976    0.999011 2.38317e-06
          74    0.999038    0.999011 2.37818e-06
          75    0.999011    0.999011 2.34648e-06
          76    0.999035    0.999012 2.33608e-06
          77    0.999031    0.999012 2.31983e-06
          78    0.999013    0.999012 2.29011e-06
          79    0.999019    0.999012 2.26278e-06
          80    0.998991    0.999012 2.24957e-06
          81    0.998992    0.999011 2.23482e-06
          82    0.998979    0.999011 2.24241e-06
          83    0.999041    0.999011 2.24351e-06
          84    0.998987    0.999011 2.23536e-06
          85    0.998987    0.999011 2.22747e-06
          86    0.999011    0.999011 2.20158e-06
          87    0.999018    0.999011 2.17793e-06
          88    0.999018    0.999011 2.15471e-06
          89    0.998962     0.99901 2.19895e-06
          90    0.998997     0.99901 2.17951e-06
          91    0.999035    0.999011 2.17276e-06
          92    0.998989     0.99901 2.16138e-06
          93    0.999026     0.99901 2.14507e-06
          94    0.999026    0.999011 2.12899e-06
          95    0.999021    0.999011 2.10946e-06
          96    0.999008    0.999011 2.08765e-06
          97    0.999004    0.999011 2.06745e-06
          98    0.998969     0.99901 2.09044e-06
          99    0.999037    0.999011 2.08707e-06
         100    0.999015    0.999011 2.06666e-06
         101    0.999028    0.999011 2.05369e-06
         102    0.999017    0.999011 2.03445e-06
         103    0.998975     0.99901 2.04456e-06
         104    0.998976     0.99901 2.05127e-06
         105    0.999024     0.99901 2.03619e-06
         106    0.998987     0.99901   2.029e-06
         107    0.999019     0.99901 2.01171e-06
         108    0.999014     0.99901 1.99339e-06
         109    0.999022     0.99901  1.9782e-06
         110    0.999013     0.99901 1.96036e-06
         111    0.998999     0.99901 1.94536e-06
         112     0.99897     0.99901 1.96111e-06
         113    0.998984     0.99901 1.95678e-06
         114    0.999024     0.99901  1.9436e-06
         115    0.999008     0.99901 1.92674e-06
         116    0.999009     0.99901 1.91014e-06
         117    0.998997     0.99901 1.89707e-06
         118    0.999019     0.99901 1.88281e-06
         119    0.998957    0.999009 1.91877e-06
         120    0.999015    0.999009 1.90338e-06
         121    0.998999    0.999009 1.88937e-06
         122    0.998985    0.999009 1.88462e-06
         123    0.998991    0.999009 1.87504e-06
